Brand,Product Name,Product Type,Review Body,Review Date,Review Stars,Review Title,URL,User ID
Marc Jacobs,Highliner Gel Eye Crayon Eyeliner,Gel Eyeliner,"I'm extremely picky about my eyeliners ESPECIALLY pencil kind. And I have to say Marc Jacobs, I'm really impressed with your gel crayon! It is a twist kind, and goes on so silky smooth, but at the same time stays put. I didn't experience any flaking and I put it on my waterline and didn't budge all day cuz Urban Decay one goes all over the place for me.
I also love the fact that it's a twist not a sharpen (you waste so much product like that.
Anyways, Love Love! Getting myself more colors! Picture attached is a sample size.…read more",16 08 2013,5 stars,Extremely picky person loves it,https://www.sephora.com/product/highliner-gel-crayon-P379434?icid2=products%20grid:p379434,7.07E+18
Marc Jacobs,Highliner Gel Eye Crayon Eyeliner,Gel Eyeliner,"so smooth, so creamy, long lasting, does not smudge, waterproof...everything that you want in an eyeliner, this has....Marc Jacobs you have outdone yourself. Bravo!",16 08 2013,5 stars,best eyeliner ever,https://www.sephora.com/product/highliner-gel-crayon-P379434?icid2=products%20grid:p379434,-1.22E+18
Marc Jacobs,Highliner Gel Eye Crayon Eyeliner,Gel Eyeliner,"This eyeliner is simply AMAZING. I personally prefer this to the Urban Decay black liner as I find this one smoother and it lasts longer. The consistency is simply amazing and it is 100% waterproof. I drew a line on my hand and after several hand washes and scrubbing it still looks like I just applied it. It does set very quickly and will stay that way until you take it off, so if you do want to achieve a smudged look, it needs to be smudged immediately after application. I am simply in love with this eyeliner and even if you're skeptical, I encourage you to swatch it at your local Sephora to see for yourself.",16 08 2013,5 stars,One of the best eyeliners I've ever used,https://www.sephora.com/product/highliner-gel-crayon-P379434?icid2=products%20grid:p379434,-2.92E+18
Urban Decay,Eyeshadow Primer Potion - Original,Eye Primer,"If you have really oily lids, you'll melt this right off your eyes. Also, because it's not clear, if you're a darker skin tone than the light colour this applies in it'll show up on your skin if you don't cover all of it with eyeshadow.",16 08 2014,1 star,Have oily lids? Don't buy this.,https://www.sephora.com/product/eyeshadow-primer-potion-tube-original-P284716?icid2=products%20grid:p284716,6.04E+18
Too Faced,Hangover Replenishing Face Primer,Primer,"I bought this for my sister for her birthday, and she loves it. Her skin gets dry very easily, so she loves how this primer moisturizes her face without making her breakout! She said the primer holds your makeup pretty well, so it's good for every day use. You might want something with a stronger hold for special occasions.",16 08 2016,4 stars,Moisturizes without causing breakouts!!,https://www.sephora.com/product/hangover-replenishing-face-primer-P387589?icid2=products%20grid:p387589,7.06E+18
Too Faced,Hangover Replenishing Face Primer,Primer,I love this primer! It makes my skin feel super hydrated and it also smells amazing. I like to use this on days when my skin feels really dry,16 08 2016,4 stars,nice,https://www.sephora.com/product/hangover-replenishing-face-primer-P387589?icid2=products%20grid:p387589,2.91E+18
Too Faced,Hangover Replenishing Face Primer,Primer,"I was so excited when I saw that my local Sephora was stocked with this primer. I had been wanting to get my hands on it for so long. I heard it did amazing this for people with dry skin like myself. When I tried it I didn't see anything amazing, it just felt like I was putting on another moisturizer. Nothing really special, my mom on the other hand really enjoys it, and she has dry skin too. So I guess it just works differently for different people.",16 08 2016,3 stars,It's okay....,https://www.sephora.com/product/hangover-replenishing-face-primer-P387589?icid2=products%20grid:p387589,-9.61E+17
Too Faced,Hangover Replenishing Face Primer,Primer,This is hands down one of the best primers I've ever used! It's so hydrating and it makes my skin glow! I'm in love.,16 08 2016,5 stars,Love!,https://www.sephora.com/product/hangover-replenishing-face-primer-P387589?icid2=products%20grid:p387589,-5.48E+18
Urban Decay,All Nighter Long-Lasting Makeup Setting Spray,Setting Spray,"This product is so great. There are a lot of days I work 12 hours and have to be in business professional. I can say that my makeup truly stays on the whole day, I may just have to do a few touch ups. Must have product!",16 08 2016,5 stars,Amazing!,https://www.sephora.com/product/all-nighter-long-lasting-makeup-setting-spray-P263504?icid2=products%20grid:p263504,3.91E+18
Urban Decay,All Nighter Long-Lasting Makeup Setting Spray,Setting Spray,I have heard so many people talk about this spray but I always ignored it because I have never found a setting spray that makes a difference. I finally decided to give it a try and i was shocked but how well my makeup lasted! I tried it a few more times to make sure it was the spray that made the difference and it was as I paired it with a couple different conditions! I have an oily T zone and this worked so well. I would give it a try!,16 08 2017,5 stars,Pleasantly surprised,https://www.sephora.com/product/all-nighter-long-lasting-makeup-setting-spray-P263504?icid2=products%20grid:p263504,-8.95E+18
FENTY BEAUTY BY RIHANNA,Flyliner Longwear Liquid Eyeliner,Liquid Eyeliner,No,16 08 2018,2 stars,"<img src=""https://www.sephora.com/productimages/sku/s2094258+sw.jpg"" alt="""" class=""css-1ctithg "" role=""presentation"" data-comp=""Image Box"">Color: Cuz I'm Black",https://www.sephora.com/product/flyliner-longwear-liquid-eyeliner-P17876556?icid2=products%20grid:p17876556,4.76E+17
Dior,Diorshow Waterproof Mascara,Mascara,"Before I started using Dior's mascara I had used just about everything----and I mean E-V-E-R-Y-T-H-I-N-G... I had also spent a small fortune looking for a product that would lengthen my lashes, as well as make them fuller without causing them to clump. Never have I encounter a mascara that does it all until the DIOR waterproof line. I have tried them all and none can hold a match to the powers of DIOR. WOW-POW-KAZOW!…read more",16 09 2008,5 stars,WOW-POW-ZAZOW!,https://www.sephora.com/product/diorshow-waterproof-mascara-P99901?icid2=products%20grid:p99901,-8.33E+18
Stila,Stay All Day® Waterproof Liquid Eye Liner,Liquid Eyeliner,"I purchased this on 1/6/2015 and today 9/16/15 I realized that it is at its end. That's an entire 9 months with this liner!! I wore it almost every day, literally. I cleaned the tip off every couple of week and always kept it stored vertical.

I was nervous about the felt tip at first but when I got used to it's fluidity I fell in love! Did it last ALL day? NO
I wear contacts and have dry eyes so I do rub my eyes on those dry days and of course no matter how much I try to NOT rub off make-up, I do anyway BUT I've gone days where I can go from work to happy hour and not need to apply more liner so it does have some staying power!! I may try Kat Von D's one but when I find something and like it, I see no reason to switch and I don't need two liners.

I am definitely purchasing another one and I'd tell a friend about this one if they asked about a good liner.",16 09 2015,5 stars,LONG Lasting and Lasted Long,https://www.sephora.com/product/stay-all-day-waterproof-liquid-eye-liner-P253818?icid2=products%20grid:p253818,1.17E+18
Kat Von D,Tattoo Liner,Liquid Eyeliner,"I have been using this eyeliner since 2008 and have loved it ever since. Recently I purchased this after a short hiatus from using it and found that the formulation had changed. It is not as pigmented or long lasting as it used to be, now it goes on very light and takes much more to create a dark line. It starts to wear off after a few hours. I am very disappointed and disheartened as I love Kat Von D's products. The picture below shoes after just 3 hrs and it was used with an eye primer.…read more",16 09 2016,1 star,"Was great, but changed formula",https://www.sephora.com/product/tattoo-liner-P245205?icid2=products%20grid:p245205,8.67E+18
Too Faced,Hangover Replenishing Face Primer,Primer,I love it but I hate the smell,16 09 2017,4 stars,eh so so,https://www.sephora.com/product/hangover-replenishing-face-primer-P387589?icid2=products%20grid:p387589,-2.39E+18
Too Faced,Hangover Replenishing Face Primer,Primer,"I got this as a free sample before I splurged on it and I'm so glad I didn't buy it!! I have combination skin, and I am not being dramatic when I say this stuff is so freaking oily, and it literally made my makeup look and feel SO blotchy. My foundation broke up badly all over my face. This product is definitely not for me. I'm searching for a primer that actually does what it says, so far no luck :(",16 09 2017,1 star,I NO LIKEY THIS PRIMER,https://www.sephora.com/product/hangover-replenishing-face-primer-P387589?icid2=products%20grid:p387589,1.40E+17
FENTY BEAUTY BY RIHANNA,Flyliner Longwear Liquid Eyeliner,Liquid Eyeliner,Not smudge-proof,16 09 2018,2 stars,"<img src=""https://www.sephora.com/productimages/sku/s2094258+sw.jpg"" alt="""" class=""css-1ctithg "" role=""presentation"" data-comp=""Image Box"">Color: Cuz I'm Black",https://www.sephora.com/product/flyliner-longwear-liquid-eyeliner-P17876556?icid2=products%20grid:p17876556,-4.83E+17
Tom Ford,Emotionproof Mascara,Mascara,I love this mascara!!! I didn’t like the brush so I used a brush I do like and it’s amazing!!! My lashes are full and long!,16 09 2019,4 stars,❤️,https://www.sephora.com/product/emotionproof-mascara-P445433?icid2=products%20grid:p445433,-4.59E+18
Dior,Diorshow Waterproof Mascara,Mascara,"I have about 10 different high end masacaras in my make-up case...different varieties of Clinique, Lancome, Laura Mercier...Diorshow is the BEST mascara hands down! My eye lashes just can not hold a curl all day. This mascara gives them volume and length and keeps the curl all day - AMAZING!! I LOVE IT!!",16 10 2008,5 stars,Best Mascara on Market!!,https://www.sephora.com/product/diorshow-waterproof-mascara-P99901?icid2=products%20grid:p99901,-6.49E+18
Kat Von D,Tattoo Liner,Liquid Eyeliner,"My everyday look is the cat eye, so Ive tried every single eyeliner there is and this one is the best pen eyeliner ever! Stilla smudged way to much. This one doesn't budge and its so precise! I would definitely recommend and I am definitely buying this again!",16 10 2014,5 stars,better than stilla,https://www.sephora.com/product/tattoo-liner-P245205?icid2=products%20grid:p245205,-3.35E+18
Kat Von D,Tattoo Liner,Liquid Eyeliner,"I am not a big makeup person and am working on being one! Learning how to apply eyeliner has been a challenge and this liner made it soooooo easy!!! Its precise, dark and stays put!",16 10 2014,5 stars,LOVE IT!,https://www.sephora.com/product/tattoo-liner-P245205?icid2=products%20grid:p245205,-4.56E+18
Kat Von D,Tattoo Liner,Liquid Eyeliner,"I had high hopes of the eyeliner considering its high ratings and the brand is well known and liked but after trying it, it's not very dark, not matte, and it doesn't apply well. I need to draw repeatedly on the same spot to make it darker.",16 10 2015,1 star,disappointed,https://www.sephora.com/product/tattoo-liner-P245205?icid2=products%20grid:p245205,-4.12E+16
Urban Decay,Eyeshadow Primer Potion - Original,Eye Primer,"actually this is my FIRST review on sephora. I like old version ten times better than this new version. Let's talk about the applicator. They didn't have an applicator before, but now they do. when I first order, applicator was missing. So I called the sephora, and they automatically send the new one without charging it again. Thanks sephora for decent service. However, the second one came with broken applicator, too. I think it is a problem of the new version. without the applicator, the tube itself has a huge hole. Please bring me back the old version!!!",16 10 2015,1 star,"DONT BUY MINI, PERIOD.",https://www.sephora.com/product/eyeshadow-primer-potion-tube-original-P284716?icid2=products%20grid:p284716,-3.13E+18
Too Faced,Hangover Replenishing Face Primer,Primer,"I have tried every primer for my combination sensitive skin. From YSL, to Laura Mercier, to Make Up Forever, and this hands down is my favorite
1) It smells delicious
2) It doesn't break my skin out 
3) Its ultra hydrating
4) It is almost like your foundation grabs a hold of it and stays in place. 
This is my new favorite thing",16 10 2016,5 stars,Obsessed,https://www.sephora.com/product/hangover-replenishing-face-primer-P387589?icid2=products%20grid:p387589,1.80E+18
